"Date","Price","Open","High","Low","Vol.","Change %"
"09/15/2022","82.00","82.00","82.00","82.00","","-7.24%"
"09/14/2022","88.40","88.41","88.41","88.41","","4.99%"
"09/13/2022","84.20","84.22","84.22","84.22","","1.63%"
"09/12/2022","82.85","82.84","82.84","82.84","","3.95%"
"09/09/2022","79.70","79.70","79.70","79.70","","0.89%"
"09/08/2022","79.00","79.00","79.00","79.00","","1.35%"
"09/07/2022","77.95","77.94","77.94","77.94","","-4.06%"
"09/06/2022","81.25","81.25","81.25","81.25","","-4.47%"
"09/02/2022","85.05","85.05","85.05","85.05","","-2.41%"
"09/01/2022","87.15","87.15","87.15","87.15","","7.42%"
"08/31/2022","81.13","81.13","81.13","81.13","","0.41%"
"08/30/2022","80.80","80.78","80.78","80.78","","-2.59%"
"08/29/2022","82.95","82.95","82.95","82.95","","2.28%"
"08/26/2022","81.10","81.09","81.09","81.09","","-1.34%"
"08/25/2022","82.20","82.20","82.20","82.20","","-0.12%"
"08/24/2022","82.30","82.30","82.30","82.30","","-0.84%"
"08/23/2022","83.00","83.00","83.00","83.00","","0.00%"
"08/22/2022","83.00","83.00","83.00","83.00","","2.47%"
"08/19/2022","81.00","81.00","81.00","81.00","","0.31%"
"08/18/2022","80.75","80.75","80.75","80.75","","-0.92%"
"08/17/2022","81.50","81.50","81.50","81.50","","-1.27%"
"08/16/2022","82.55","82.55","82.55","82.55","","2.55%"
"08/15/2022","80.50","80.50","80.50","80.50","","0.69%"
"08/12/2022","79.95","79.95","79.95","79.95","","1.65%"
"08/11/2022","78.65","78.65","78.65","78.65","","1.94%"
"08/10/2022","77.15","77.15","77.15","77.15","","1.65%"
"08/09/2022","75.90","75.90","75.90","75.90","","1.20%"
"08/08/2022","75.00","75.00","75.00","75.00","","-1.25%"
"08/05/2022","75.95","75.95","75.95","75.95","","-0.78%"
"08/04/2022","76.55","76.55","76.55","76.55","","1.32%"
"08/03/2022","75.55","75.55","75.55","75.55","","0.00%"
"08/02/2022","75.55","75.55","75.55","75.55","","-2.01%"
"08/01/2022","77.10","77.10","77.10","77.10","","-12.96%"
"07/29/2022","88.58","88.58","88.58","88.58","","-1.41%"
"07/28/2022","89.85","89.85","89.85","89.85","","-2.50%"
"07/27/2022","92.15","92.15","92.15","92.15","","-2.85%"
"07/26/2022","94.85","94.85","94.85","94.85","","8.09%"
"07/25/2022","87.75","87.75","87.75","87.75","","7.27%"
"07/22/2022","81.80","81.80","81.80","81.80","","4.87%"
"07/21/2022","78.00","78.00","78.00","78.00","","0.97%"
"07/20/2022","77.25","77.25","77.25","77.25","","3.28%"
"07/19/2022","74.80","74.80","74.80","74.80","","-2.41%"
"07/18/2022","76.65","76.65","76.65","76.65","","2.89%"
"07/15/2022","74.50","74.50","74.50","74.50","","1.02%"
"07/14/2022","73.75","73.75","73.75","73.75","","-1.67%"
"07/13/2022","75.00","75.00","75.00","75.00","","3.95%"
"07/12/2022","72.15","72.15","72.15","72.15","","-0.55%"
"07/11/2022","72.55","72.55","72.55","72.55","","3.20%"
"07/08/2022","70.30","70.30","70.30","70.30","","2.03%"
"07/07/2022","68.90","68.90","68.90","68.90","","5.03%"
"07/06/2022","65.60","65.60","65.60","65.60","","1.39%"
"07/05/2022","64.70","64.70","64.70","64.70","","-2.56%"
"07/01/2022","66.40","66.40","66.40","66.40","","-6.15%"
"06/30/2022","70.75","70.75","70.75","70.75","","-10.10%"
"06/29/2022","78.70","78.70","78.70","78.70","","-0.94%"
"06/28/2022","79.45","79.45","79.45","79.45","","0.00%"
"06/27/2022","79.45","79.45","79.45","79.45","","-4.05%"
"06/24/2022","82.80","82.80","82.80","82.80","","1.35%"
"06/23/2022","81.70","81.70","81.70","81.70","","-6.58%"
"06/22/2022","87.45","87.45","87.45","87.45","","-0.17%"
"06/21/2022","87.60","87.60","87.60","87.60","","-15.16%"
"06/17/2022","103.25","103.25","103.25","103.25","","-3.50%"
"06/16/2022","107.00","107.00","107.00","107.00","","-1.38%"
"06/15/2022","108.50","108.50","108.50","108.50","","16.35%"
"06/14/2022","93.25","93.25","93.25","93.25","","-3.57%"
"06/13/2022","96.70","96.70","96.70","96.70","","3.81%"
"06/10/2022","93.15","93.15","93.15","93.15","","-2.26%"
"06/09/2022","95.30","95.30","95.30","95.30","","-0.21%"
"06/08/2022","95.50","95.50","95.50","95.50","","-1.95%"
"06/07/2022","97.40","97.40","97.40","97.40","","0.15%"
"06/06/2022","97.25","97.25","97.25","97.25","","5.14%"
"06/03/2022","92.50","92.50","92.50","92.50","","0.11%"
"06/02/2022","92.40","92.40","92.40","92.40","","-2.63%"
"06/01/2022","94.90","94.90","94.90","94.90","","28.68%"
"05/31/2022","73.75","73.75","73.75","73.75","","-7.81%"
"05/27/2022","80.00","80.00","80.00","80.00","","0.76%"
"05/26/2022","79.40","79.40","79.40","79.40","","0.32%"
"05/25/2022","79.15","79.15","79.15","79.15","","-2.10%"
"05/24/2022","80.85","80.85","80.85","80.85","","2.08%"
"05/23/2022","79.20","79.20","79.20","79.20","","-2.22%"
"05/20/2022","81.00","81.00","81.00","81.00","","-2.00%"
"05/19/2022","82.65","82.65","82.65","82.65","","-1.31%"
"05/18/2022","83.75","83.75","83.75","83.75","","-1.35%"
"05/17/2022","84.90","84.90","84.90","84.90","","10.26%"
"05/16/2022","77.00","77.00","77.00","77.00","","9.53%"
"05/13/2022","70.30","70.30","70.30","70.30","","2.40%"
"05/12/2022","68.65","68.65","68.65","68.65","","-2.62%"
"05/11/2022","70.50","70.50","70.50","70.50","","6.42%"
"05/10/2022","66.25","66.25","66.25","66.25","","6.08%"
"05/09/2022","62.45","62.45","62.45","62.45","","-9.36%"
"05/06/2022","68.90","68.90","68.90","68.90","","-10.64%"
"05/05/2022","77.10","77.10","77.10","77.10","","-0.77%"
"05/04/2022","77.70","77.70","77.70","77.70","","14.86%"
"05/03/2022","67.65","67.65","67.65","67.65","","-2.03%"
"05/02/2022","69.05","69.05","69.05","69.05","","11.03%"
"04/29/2022","62.19","62.19","62.19","62.19","","2.88%"
"04/28/2022","60.45","60.45","60.45","60.45","","-3.51%"
"04/27/2022","62.65","62.65","62.65","62.65","","-0.08%"
"04/26/2022","62.70","62.70","62.70","62.70","","6.91%"
"04/25/2022","58.65","58.65","58.65","58.65","","8.61%"
"04/22/2022","54.00","54.00","54.00","54.00","","-6.33%"
"04/21/2022","57.65","57.65","57.65","57.65","","-1.79%"
"04/20/2022","58.70","58.70","58.70","58.70","","0.00%"
"04/19/2022","58.70","58.70","58.70","58.70","","-11.20%"
"04/18/2022","66.10","66.10","66.10","66.10","","7.83%"
"04/14/2022","61.30","61.30","61.30","61.30","","0.66%"
"04/13/2022","60.90","60.90","60.90","60.90","","1.92%"
"04/12/2022","59.75","59.75","59.75","59.75","","-0.83%"
"04/11/2022","60.25","60.25","60.25","60.25","","6.73%"
"04/08/2022","56.45","56.45","56.45","56.45","","0.62%"
"04/07/2022","56.10","56.10","56.10","56.10","","2.75%"
"04/06/2022","54.60","54.60","54.60","54.60","","0.83%"
"04/05/2022","54.15","54.15","54.15","54.15","","6.28%"
"04/04/2022","50.95","50.95","50.95","50.95","","3.98%"
"04/01/2022","49.00","49.00","49.00","49.00","","1.96%"
"03/31/2022","48.06","48.06","48.06","48.06","","3.80%"
"03/30/2022","46.30","46.30","46.30","46.30","","0.98%"
"03/29/2022","45.85","45.85","45.85","45.85","","-0.65%"
"03/28/2022","46.15","46.15","46.15","46.15","","-0.75%"
"03/25/2022","46.50","46.50","46.50","46.50","","1.86%"
"03/24/2022","45.65","45.65","45.65","45.65","","2.01%"
"03/23/2022","44.75","44.75","44.75","44.75","","-0.89%"
"03/22/2022","45.15","45.15","45.15","45.15","","4.30%"
"03/21/2022","43.29","43.29","43.29","43.29","","1.03%"
"03/18/2022","42.85","42.85","42.85","42.85","","-2.83%"
"03/17/2022","44.10","44.10","44.10","44.10","","1.61%"
"03/16/2022","43.40","43.40","43.40","43.40","","3.09%"
"03/15/2022","42.10","42.10","42.10","42.10","","-0.94%"
"03/14/2022","42.50","42.50","42.50","42.50","","-1.85%"
"03/11/2022","43.30","43.30","43.30","43.30","","1.29%"
"03/10/2022","42.75","42.75","42.75","42.75","","0.59%"
"03/09/2022","42.50","42.50","42.50","42.50","","0.47%"
"03/08/2022","42.30","42.30","42.30","42.30","","-2.08%"
"03/07/2022","43.20","43.20","43.20","43.20","","-1.71%"
"03/04/2022","43.95","43.95","43.95","43.95","","3.29%"
"03/03/2022","42.55","42.55","42.55","42.55","","-1.62%"
"03/02/2022","43.25","43.25","43.25","43.25","","4.34%"
"03/01/2022","41.45","41.45","41.45","41.45","","4.80%"
"02/28/2022","39.55","39.55","39.55","39.55","","-3.77%"
"02/25/2022","41.10","41.10","41.10","41.10","","-4.20%"
"02/24/2022","42.90","42.90","42.90","42.90","","-3.27%"
"02/23/2022","44.35","44.35","44.35","44.35","","2.19%"
"02/22/2022","43.40","43.40","43.40","43.40","","-2.69%"
"02/18/2022","44.60","44.60","44.60","44.60","","0.79%"
"02/17/2022","44.25","44.25","44.25","44.25","","-4.22%"
"02/16/2022","46.20","46.20","46.20","46.20","","5.24%"
"02/15/2022","43.90","43.90","43.90","43.90","","5.02%"
"02/14/2022","41.80","41.80","41.80","41.80","","6.09%"
"02/11/2022","39.40","39.40","39.40","39.40","","-0.76%"
"02/10/2022","39.70","39.70","39.70","39.70","","-4.11%"
"02/09/2022","41.40","41.40","41.40","41.40","","-4.61%"
"02/08/2022","43.40","43.40","43.40","43.40","","-3.34%"
"02/07/2022","44.90","44.90","44.90","44.90","","-5.77%"
"02/04/2022","47.65","47.65","47.65","47.65","","-6.11%"
"02/03/2022","50.75","50.75","50.75","50.75","","-5.84%"
"02/02/2022","53.90","53.90","53.90","53.90","","10.79%"
"02/01/2022","48.65","48.65","48.65","48.65","","-29.41%"
"01/31/2022","68.92","68.92","68.92","68.92","","-4.94%"
"01/28/2022","72.50","72.50","72.50","72.50","","25.98%"
"01/27/2022","57.55","57.55","57.55","57.55","","7.77%"
"01/26/2022","53.40","53.40","53.40","53.40","","9.09%"
"01/25/2022","48.95","48.95","48.95","48.95","","-1.61%"
"01/24/2022","49.75","49.75","49.75","49.75","","-2.93%"
"01/21/2022","51.25","51.25","51.25","51.25","","10.57%"
"01/20/2022","46.35","46.35","46.35","46.35","","-10.69%"
"01/19/2022","51.90","51.90","51.90","51.90","","-14.14%"
"01/18/2022","60.45","60.45","60.45","60.45","","0.50%"
"01/14/2022","60.15","60.15","60.15","60.15","","2.12%"
"01/13/2022","58.90","58.90","58.90","58.90","","-16.81%"
"01/12/2022","70.80","70.80","70.80","70.80","","25.31%"
"01/11/2022","56.50","56.50","56.50","56.50","","5.61%"
"01/10/2022","53.50","53.50","53.50","53.50","","0.47%"
"01/07/2022","53.25","53.25","53.25","53.25","","-0.09%"
"01/06/2022","53.30","53.30","53.30","53.30","","-2.47%"
"01/05/2022","54.65","54.65","54.65","54.65","","10.63%"
"01/04/2022","49.40","49.40","49.40","49.40","","4.77%"
"01/03/2022","47.15","47.15","47.15","47.15","","6.55%"
"12/31/2021","44.25","44.25","44.25","44.25","","-2.75%"
"12/30/2021","45.50","45.50","45.50","45.50","","-7.71%"
"12/29/2021","49.30","49.30","49.30","49.30","","-0.80%"
"12/28/2021","49.70","49.70","49.70","49.70","","-4.05%"
"12/27/2021","51.80","51.80","51.80","51.80","","1.37%"
"12/23/2021","51.10","51.10","51.10","51.10","","-25.94%"
"12/22/2021","69.00","69.00","69.00","69.00","","5.34%"
"12/21/2021","65.50","65.50","65.50","65.50","","0.77%"
"12/20/2021","65.00","65.00","65.00","65.00","","6.56%"
"12/17/2021","61.00","61.00","61.00","61.00","","-1.21%"
"12/16/2021","61.75","61.75","61.75","61.75","","2.24%"
"12/15/2021","60.40","60.40","60.40","60.40","","7.38%"
"12/14/2021","56.25","56.25","56.25","56.25","","-1.66%"
"12/13/2021","57.20","57.20","57.20","57.20","","0.09%"
"12/10/2021","57.15","57.15","57.15","57.15","","3.63%"
"12/09/2021","55.15","55.15","55.15","55.15","","2.41%"
"12/08/2021","53.85","53.85","53.85","53.85","","4.77%"
"12/07/2021","51.40","51.40","51.40","51.40","","1.78%"
"12/06/2021","50.50","50.50","50.50","50.50","","-11.87%"
"12/03/2021","57.30","57.30","57.30","57.30","","0.53%"
"12/02/2021","57.00","57.00","57.00","57.00","","-7.92%"
"12/01/2021","61.90","61.90","61.90","61.90","","2.62%"
"11/30/2021","60.32","60.32","60.32","60.32","","-3.26%"
"11/29/2021","62.35","62.35","62.35","62.35","","-5.60%"
"11/26/2021","66.05","66.05","66.05","66.05","","0.00%"
"11/24/2021","66.05","66.05","66.05","66.05","","1.93%"
"11/23/2021","64.80","64.80","64.80","64.80","","6.06%"
"11/22/2021","61.10","61.10","61.10","61.10","","0.00%"
"11/19/2021","61.10","61.10","61.10","61.10","","2.95%"
"11/18/2021","59.35","59.35","59.35","59.35","","2.77%"
"11/17/2021","57.75","57.75","57.75","57.75","","-4.07%"
"11/16/2021","60.20","60.20","60.20","60.20","","3.17%"
"11/15/2021","58.35","58.35","58.35","58.35","","1.83%"
"11/12/2021","57.30","57.30","57.30","57.30","","-6.30%"
"11/11/2021","61.15","61.15","61.15","61.15","","1.41%"
"11/10/2021","60.30","60.30","60.30","60.30","","-2.27%"
"11/09/2021","61.70","61.70","61.70","61.70","","-4.86%"
"11/08/2021","64.85","64.85","64.85","64.85","","-0.77%"
"11/05/2021","65.35","65.35","65.35","65.35","","0.38%"
"11/04/2021","65.10","65.10","65.10","65.10","","5.17%"
"11/03/2021","61.90","61.90","61.90","61.90","","6.17%"
"11/02/2021","58.30","58.30","58.30","58.30","","4.29%"
"11/01/2021","55.90","55.90","55.90","55.90","","6.52%"
"10/29/2021","52.48","52.48","52.48","52.48","","-0.42%"
"10/28/2021","52.70","52.70","52.70","52.70","","-0.85%"
"10/27/2021","53.15","53.15","53.15","53.15","","2.51%"
"10/26/2021","51.85","51.85","51.85","51.85","","-2.81%"
"10/25/2021","53.35","53.35","53.35","53.35","","11.38%"
"10/22/2021","47.90","47.90","47.90","47.90","","3.12%"
"10/21/2021","46.45","46.45","46.45","46.45","","0.00%"
"10/20/2021","46.45","46.45","46.45","46.45","","-2.00%"
"10/19/2021","47.40","47.40","47.40","47.40","","1.07%"
"10/18/2021","46.90","46.90","46.90","46.90","","-6.85%"
"10/15/2021","50.35","50.35","50.35","50.35","","-2.80%"
"10/14/2021","51.80","51.80","51.80","51.80","","2.27%"
"10/13/2021","50.65","50.65","50.65","50.65","","1.00%"
"10/12/2021","50.15","50.15","50.15","50.15","","-0.20%"
"10/11/2021","50.25","50.25","50.25","50.25","","-5.63%"
"10/08/2021","53.25","53.25","53.25","53.25","","-1.30%"
"10/07/2021","53.95","53.95","53.95","53.95","","-2.09%"
"10/06/2021","55.10","55.10","55.10","55.10","","-4.26%"
"10/05/2021","57.55","57.55","57.55","57.55","","8.28%"
"10/04/2021","53.15","53.15","53.15","53.15","","8.03%"
"10/01/2021","49.20","49.20","49.20","49.20","","14.85%"
"09/30/2021","42.84","42.84","42.84","42.84","","6.57%"
"09/29/2021","40.20","40.20","40.20","40.20","","0.75%"
"09/28/2021","39.90","39.90","39.90","39.90","","1.01%"
"09/27/2021","39.50","39.50","39.50","39.50","","2.60%"
"09/24/2021","38.50","38.50","38.50","38.50","","-2.16%"
"09/23/2021","39.35","39.35","39.35","39.35","","-0.63%"
"09/22/2021","39.60","39.60","39.60","39.60","","-1.00%"
"09/21/2021","40.00","40.00","40.00","40.00","","-3.50%"
"09/20/2021","41.45","41.45","41.45","41.45","","-0.62%"
"09/17/2021","41.71","41.71","41.71","41.71","","-0.57%"
"09/16/2021","41.95","41.95","41.95","41.95","","0.60%"
"09/15/2021","41.70","41.70","41.70","41.70","","6.11%"
"09/14/2021","39.30","39.30","39.30","39.30","","1.16%"
"09/13/2021","38.85","38.85","38.85","38.85","","4.69%"
"09/10/2021","37.11","37.11","37.11","37.11","","1.39%"
"09/09/2021","36.60","36.60","36.60","36.60","","2.52%"
"09/08/2021","35.70","35.70","35.70","35.70","","3.78%"
"09/07/2021","34.40","34.40","34.40","34.40","","0.00%"
"09/03/2021","34.40","34.40","34.40","34.40","","1.03%"
"09/02/2021","34.05","34.05","34.05","34.05","","0.74%"
"09/01/2021","33.80","33.80","33.80","33.80","","5.56%"
"08/31/2021","32.02","32.02","32.02","32.02","","-0.25%"
"08/30/2021","32.10","32.10","32.10","32.10","","-1.98%"
"08/27/2021","32.75","32.75","32.75","32.75","","2.50%"
"08/26/2021","31.95","31.95","31.95","31.95","","1.91%"
"08/25/2021","31.35","31.35","31.35","31.35","","-0.63%"
"08/24/2021","31.55","31.55","31.55","31.55","","-0.16%"
"08/23/2021","31.60","31.60","31.60","31.60","","2.50%"
"08/20/2021","30.83","30.83","30.83","30.83","","1.41%"
"08/19/2021","30.40","30.40","30.40","30.40","","0.50%"
"08/18/2021","30.25","30.25","30.25","30.25","","0.17%"
"08/17/2021","30.20","30.20","30.20","30.20","","-0.66%"
"08/16/2021","30.40","30.40","30.40","30.40","","2.18%"
"08/13/2021","29.75","29.75","29.75","29.75","","-0.17%"
"08/12/2021","29.80","29.80","29.80","29.80","","-2.93%"
"08/11/2021","30.70","30.70","30.70","30.70","","-0.81%"
"08/10/2021","30.95","30.95","30.95","30.95","","0.49%"
"08/09/2021","30.80","30.80","30.80","30.80","","-2.07%"
"08/06/2021","31.45","31.45","31.45","31.45","","0.00%"
"08/05/2021","31.45","31.45","31.45","31.45","","0.16%"
"08/04/2021","31.40","31.40","31.40","31.40","","3.46%"
"08/03/2021","30.35","30.35","30.35","30.35","","3.06%"
"08/02/2021","29.45","29.45","29.45","29.45","","-0.98%"
"07/30/2021","29.74","29.74","29.74","29.74","","-0.03%"
"07/29/2021","29.75","29.75","29.75","29.75","","0.68%"
"07/28/2021","29.55","29.55","29.55","29.55","","1.37%"
"07/27/2021","29.15","29.15","29.15","29.15","","-1.69%"
"07/26/2021","29.65","29.65","29.65","29.65","","-2.63%"
"07/23/2021","30.45","30.45","30.45","30.45","","0.16%"
"07/22/2021","30.40","30.40","30.40","30.40","","1.84%"
"07/21/2021","29.85","29.85","29.85","29.85","","-0.33%"
"07/20/2021","29.95","29.95","29.95","29.95","","1.01%"
"07/19/2021","29.65","29.65","29.65","29.65","","3.31%"
"07/16/2021","28.70","28.70","28.70","28.70","","0.53%"
"07/15/2021","28.55","28.55","28.55","28.55","","-1.55%"
"07/14/2021","29.00","29.00","29.00","29.00","","0.17%"
"07/13/2021","28.95","28.95","28.95","28.95","","-0.17%"
"07/12/2021","29.00","29.00","29.00","29.00","","1.83%"
"07/09/2021","28.48","28.48","28.48","28.48","","-0.07%"
"07/08/2021","28.50","28.50","28.50","28.50","","1.79%"
"07/07/2021","28.00","28.00","28.00","28.00","","0.18%"
"07/06/2021","27.95","27.95","27.95","27.95","","1.12%"
"07/02/2021","27.64","27.64","27.64","27.64","","-0.40%"
"07/01/2021","27.75","27.75","27.75","27.75","","-3.85%"
"06/30/2021","28.86","28.86","28.86","28.86","","0.56%"
"06/29/2021","28.70","28.70","28.70","28.70","","1.95%"
"06/28/2021","28.15","28.15","28.15","28.15","","1.11%"
"06/25/2021","27.84","27.84","27.84","27.84","","1.42%"
"06/24/2021","27.45","27.45","27.45","27.45","","0.92%"
"06/23/2021","27.20","27.20","27.20","27.20","","1.68%"
"06/22/2021","26.75","26.75","26.75","26.75","","1.71%"
"06/21/2021","26.30","26.30","26.30","26.30","","-1.42%"
"06/18/2021","26.68","26.68","26.68","26.68","","-1.00%"
"06/17/2021","26.95","26.95","26.95","26.95","","-0.37%"
"06/16/2021","27.05","27.05","27.05","27.05","","-1.10%"
"06/15/2021","27.35","27.35","27.35","27.35","","-3.87%"
"06/14/2021","28.45","28.45","28.45","28.45","","1.43%"
"06/11/2021","28.05","28.05","28.05","28.05","","4.66%"
"06/10/2021","26.80","26.80","26.80","26.80","","2.10%"
"06/09/2021","26.25","26.25","26.25","26.25","","1.35%"
"06/08/2021","25.90","25.90","25.90","25.90","","1.77%"
"06/07/2021","25.45","25.45","25.45","25.45","","-0.51%"
"06/04/2021","25.58","25.58","25.58","25.58","","0.31%"
"06/03/2021","25.50","25.50","25.50","25.50","","-0.39%"
"06/02/2021","25.60","25.60","25.60","25.60","","-0.39%"
"06/01/2021","25.70","25.70","25.70","25.70","","13.82%"
"05/28/2021","22.58","22.58","22.58","22.58","","1.71%"
"05/27/2021","22.20","22.20","22.20","22.20","","0.23%"
"05/26/2021","22.15","22.15","22.15","22.15","","1.61%"
"05/25/2021","21.80","21.80","21.80","21.80","","1.63%"
"05/24/2021","21.45","21.45","21.45","21.45","","-1.52%"
"05/21/2021","21.78","21.78","21.78","21.78","","-1.89%"
"05/20/2021","22.20","22.20","22.20","22.20","","0.00%"
"05/19/2021","22.20","22.20","22.20","22.20","","-0.89%"
"05/18/2021","22.40","22.40","22.40","22.40","","-1.32%"
"05/17/2021","22.70","22.70","22.70","22.70","","2.53%"
"05/14/2021","22.14","22.14","22.14","22.14","","1.33%"
"05/13/2021","21.85","21.85","21.85","21.85","","-0.23%"
"05/12/2021","21.90","21.90","21.90","21.90","","1.15%"
"05/11/2021","21.65","21.65","21.65","21.65","","0.00%"
"05/10/2021","21.65","21.65","21.65","21.65","","-0.73%"
"05/07/2021","21.81","21.81","21.81","21.81","","0.05%"
"05/06/2021","21.80","21.80","21.80","21.80","","2.35%"
"05/05/2021","21.30","21.30","21.30","21.30","","0.47%"
"05/04/2021","21.20","21.20","21.20","21.20","","0.00%"
"05/03/2021","21.20","21.20","21.20","21.20","","0.00%"
"04/30/2021","21.20","21.20","21.20","21.20","","0.24%"
"04/29/2021","21.15","21.15","21.15","21.15","","-1.40%"
"04/28/2021","21.45","21.45","21.45","21.45","","0.70%"
"04/27/2021","21.30","21.30","21.30","21.30","","0.47%"
"04/26/2021","21.20","21.20","21.20","21.20","","0.57%"
"04/23/2021","21.08","21.08","21.08","21.08","","-0.33%"
"04/22/2021","21.15","21.15","21.15","21.15","","0.95%"
"04/21/2021","20.95","20.95","20.95","20.95","","-0.71%"
"04/20/2021","21.10","21.10","21.10","21.10","","-1.40%"
"04/19/2021","21.40","21.40","21.40","21.40","","0.90%"
"04/16/2021","21.21","21.21","21.21","21.21","","-0.42%"
"04/15/2021","21.30","21.30","21.30","21.30","","0.71%"
"04/14/2021","21.15","21.15","21.15","21.15","","0.95%"
"04/13/2021","20.95","20.95","20.95","20.95","","1.70%"
"04/12/2021","20.60","20.60","20.60","20.60","","0.24%"
"04/09/2021","20.55","20.55","20.55","20.55","","1.23%"
"04/08/2021","20.30","20.30","20.30","20.30","","0.00%"
"04/07/2021","20.30","20.30","20.30","20.30","","0.50%"
"04/06/2021","20.20","20.20","20.20","20.20","","0.00%"
"04/05/2021","20.20","20.20","20.20","20.20","","-1.94%"
"04/01/2021","20.60","20.60","20.60","20.60","","-5.85%"
"03/31/2021","21.88","21.88","21.88","21.88","","-0.09%"
"03/30/2021","21.90","21.90","21.90","21.90","","-0.68%"
"03/29/2021","22.05","22.05","22.05","22.05","","0.55%"
"03/26/2021","21.93","21.93","21.93","21.93","","0.60%"
"03/25/2021","21.80","21.80","21.80","21.80","","0.23%"
"03/24/2021","21.75","21.75","21.75","21.75","","0.46%"
"03/23/2021","21.65","21.65","21.65","21.65","","0.46%"
"03/22/2021","21.55","21.55","21.55","21.55","","1.36%"
"03/19/2021","21.26","21.26","21.26","21.26","","-0.19%"
"03/18/2021","21.30","21.30","21.30","21.30","","-0.23%"
"03/17/2021","21.35","21.35","21.35","21.35","","0.00%"
"03/16/2021","21.35","21.35","21.35","21.35","","1.18%"
"03/15/2021","21.10","21.10","21.10","21.10","","-1.63%"
"03/12/2021","21.45","21.45","21.45","21.45","","-0.69%"
"03/11/2021","21.60","21.60","21.60","21.60","","0.23%"
"03/10/2021","21.55","21.55","21.55","21.55","","0.94%"
"03/09/2021","21.35","21.35","21.35","21.35","","-0.47%"
"03/08/2021","21.45","21.45","21.45","21.45","","-0.51%"
"03/05/2021","21.56","21.56","21.56","21.56","","-0.87%"
"03/04/2021","21.75","21.75","21.75","21.75","","-0.91%"
"03/03/2021","21.95","21.95","21.95","21.95","","-0.23%"
"03/02/2021","22.00","22.00","22.00","22.00","","0.92%"
"03/01/2021","21.80","21.80","21.80","21.80","","-6.48%"
"02/26/2021","23.31","23.31","23.31","23.31","","-0.17%"
"02/25/2021","23.35","23.35","23.35","23.35","","-0.85%"
"02/24/2021","23.55","23.55","23.55","23.55","","-2.48%"
"02/23/2021","24.15","24.15","24.15","24.15","","-3.40%"
"02/22/2021","25.00","25.00","25.00","25.00","","-3.96%"
"02/19/2021","26.03","26.03","26.03","26.03","","1.09%"
"02/18/2021","25.75","25.75","25.75","25.75","","-4.81%"
"02/17/2021","27.05","27.05","27.05","27.05","","2.27%"
"02/16/2021","26.45","26.45","26.45","26.45","","4.01%"
"02/12/2021","25.43","25.43","25.43","25.43","","2.33%"
"02/11/2021","24.85","24.85","24.85","24.85","","0.20%"
"02/10/2021","24.80","24.80","24.80","24.80","","1.64%"
"02/09/2021","24.40","24.40","24.40","24.40","","-0.61%"
"02/08/2021","24.55","24.55","24.55","24.55","","0.20%"
"02/05/2021","24.50","24.50","24.50","24.50","","0.62%"
"02/04/2021","24.35","24.35","24.35","24.35","","2.74%"
"02/03/2021","23.70","23.70","23.70","23.70","","-3.07%"
"02/02/2021","24.45","24.45","24.45","24.45","","0.82%"
"02/01/2021","24.25","24.25","24.25","24.25","","-0.37%"
"01/29/2021","24.34","24.34","24.34","24.34","","-2.83%"
"01/28/2021","25.05","25.05","25.05","25.05","","-0.79%"
"01/27/2021","25.25","25.25","25.25","25.25","","4.12%"
"01/26/2021","24.25","24.25","24.25","24.25","","-0.21%"
"01/25/2021","24.30","24.30","24.30","24.30","","3.14%"
"01/22/2021","23.56","23.56","23.56","23.56","","-0.17%"
"01/21/2021","23.60","23.60","23.60","23.60","","-3.28%"
"01/20/2021","24.40","24.40","24.40","24.40","","-2.01%"
"01/19/2021","24.90","24.90","24.90","24.90","","-7.47%"
"01/15/2021","26.91","26.91","26.91","26.91","","2.51%"
"01/14/2021","26.25","26.25","26.25","26.25","","-1.50%"
"01/13/2021","26.65","26.65","26.65","26.65","","1.91%"
"01/12/2021","26.15","26.15","26.15","26.15","","0.19%"
"01/11/2021","26.10","26.10","26.10","26.10","","0.77%"
"01/08/2021","25.90","25.90","25.90","25.90","","0.78%"
"01/07/2021","25.70","25.70","25.70","25.70","","-0.77%"
"01/06/2021","25.90","25.90","25.90","25.90","","-0.77%"
"01/05/2021","26.10","26.10","26.10","26.10","","3.98%"
"01/04/2021","25.10","25.10","25.10","25.10","","4.67%"
"12/31/2020","23.98","23.98","23.98","23.98","","2.26%"
"12/30/2020","23.45","23.45","23.45","23.45","","-1.88%"
"12/29/2020","23.90","23.90","23.90","23.90","","1.06%"
"12/28/2020","23.65","23.65","23.65","23.65","","-11.26%"
"12/24/2020","26.65","26.65","26.65","26.65","","-0.74%"
"12/23/2020","26.85","26.85","26.85","26.85","","-7.25%"
"12/22/2020","28.95","28.95","28.95","28.95","","1.05%"
"12/21/2020","28.65","28.65","28.65","28.65","","1.78%"
"12/18/2020","28.15","28.15","28.15","28.15","","1.62%"
"12/17/2020","27.70","27.70","27.70","27.70","","1.65%"
"12/16/2020","27.25","27.25","27.25","27.25","","1.11%"
"12/15/2020","26.95","26.95","26.95","26.95","","1.89%"
"12/14/2020","26.45","26.45","26.45","26.45","","3.52%"
"12/11/2020","25.55","25.55","25.55","25.55","","1.79%"
"12/10/2020","25.10","25.10","25.10","25.10","","3.08%"
