"Date","Price","Open","High","Low","Vol.","Change %"
"12/09/2020","24.35","24.35","24.35","24.35","","2.31%"
"12/08/2020","23.80","23.80","23.80","23.80","","-1.24%"
"12/07/2020","24.10","24.10","24.10","24.10","","-4.29%"
"12/04/2020","25.18","25.18","25.18","25.18","","1.53%"
"12/03/2020","24.80","24.80","24.80","24.80","","-6.59%"
"12/02/2020","26.55","26.55","26.55","26.55","","-2.21%"
"12/01/2020","27.15","27.15","27.15","27.15","","20.61%"
"11/30/2020","22.51","22.51","22.51","22.51","","-0.57%"
"11/27/2020","22.64","22.64","22.64","22.64","","-0.04%"
"11/25/2020","22.65","22.65","22.65","22.65","","2.26%"
"11/24/2020","22.15","22.15","22.15","22.15","","3.02%"
"11/23/2020","21.50","21.50","21.50","21.50","","5.39%"
"11/20/2020","20.40","20.40","20.40","20.40","","-1.69%"
"11/19/2020","20.75","20.75","20.75","20.75","","-3.04%"
"11/18/2020","21.40","21.40","21.40","21.40","","-1.15%"
"11/17/2020","21.65","21.65","21.65","21.65","","-0.69%"
"11/16/2020","21.80","21.80","21.80","21.80","","-4.55%"
"11/13/2020","22.84","22.84","22.84","22.84","","0.84%"
"11/12/2020","22.65","22.65","22.65","22.65","","0.00%"
"11/11/2020","22.65","22.65","22.65","22.65","","0.22%"
"11/10/2020","22.60","22.60","22.60","22.60","","0.44%"
"11/09/2020","22.50","22.50","22.50","22.50","","-3.85%"
"11/06/2020","23.40","23.40","23.40","23.40","","-1.89%"
"11/05/2020","23.85","23.85","23.85","23.85","","-3.25%"
"11/04/2020","24.65","24.65","24.65","24.65","","-0.40%"
"11/03/2020","24.75","24.75","24.75","24.75","","-5.71%"
"11/02/2020","26.25","26.25","26.25","26.25","","17.66%"
"10/30/2020","22.31","22.31","22.31","22.31","","0.50%"
"10/29/2020","22.20","22.20","22.20","22.20","","0.00%"
"10/28/2020","22.20","22.20","22.20","22.20","","-0.45%"
"10/27/2020","22.30","22.30","22.30","22.30","","-1.98%"
"10/26/2020","22.75","22.75","22.75","22.75","","-1.09%"
"10/23/2020","23.00","23.00","23.00","23.00","","-0.43%"
"10/22/2020","23.10","23.10","23.10","23.10","","0.00%"
"10/21/2020","23.10","23.10","23.10","23.10","","1.09%"
"10/20/2020","22.85","22.85","22.85","22.85","","1.78%"
"10/19/2020","22.45","22.45","22.45","22.45","","-0.44%"
"10/16/2020","22.55","22.55","22.55","22.55","","0.67%"
"10/15/2020","22.40","22.40","22.40","22.40","","-0.22%"
"10/14/2020","22.45","22.45","22.45","22.45","","-1.75%"
"10/13/2020","22.85","22.85","22.85","22.85","","-1.08%"
"10/12/2020","23.10","23.10","23.10","23.10","","1.09%"
"10/09/2020","22.85","22.85","22.85","22.85","","2.24%"
"10/08/2020","22.35","22.35","22.35","22.35","","0.68%"
"10/07/2020","22.20","22.20","22.20","22.20","","0.45%"
"10/06/2020","22.10","22.10","22.10","22.10","","-0.45%"
"10/05/2020","22.20","22.20","22.20","22.20","","2.16%"
"10/02/2020","21.73","21.73","21.73","21.73","","-0.55%"
"10/01/2020","21.85","21.85","21.85","21.85","","27.48%"
"09/30/2020","17.14","17.14","17.14","17.14","","0.53%"
"09/29/2020","17.05","17.05","17.05","17.05","","0.00%"
"09/28/2020","17.05","17.05","17.05","17.05","","1.07%"
"09/25/2020","16.87","16.87","16.87","16.87","","-1.35%"
"09/24/2020","17.10","17.10","17.10","17.10","","0.59%"
"09/23/2020","17.00","17.00","17.00","17.00","","4.62%"
"09/22/2020","16.25","16.25","16.25","16.25","","0.93%"
"09/21/2020","16.10","16.10","16.10","16.10","","-6.67%"
"09/18/2020","17.25","17.25","17.25","17.25","","-0.86%"
"09/17/2020","17.40","17.40","17.40","17.40","","-4.66%"
"09/16/2020","18.25","18.25","18.25","18.25","","-1.62%"
"09/15/2020","18.55","18.55","18.55","18.55","","-1.33%"
"09/14/2020","18.80","18.80","18.80","18.80","","-0.53%"
"09/11/2020","18.90","18.90","18.90","18.90","","-0.26%"
"09/10/2020","18.95","18.95","18.95","18.95","","0.00%"
"09/09/2020","18.95","18.95","18.95","18.95","","0.00%"
"09/08/2020","18.95","18.95","18.95","18.95","","-2.57%"
"09/04/2020","19.45","19.45","19.45","19.45","","0.00%"
"09/03/2020","19.45","19.45","19.45","19.45","","0.26%"
"09/02/2020","19.40","19.40","19.40","19.40","","0.26%"
"09/01/2020","19.35","19.35","19.35","19.35","","4.31%"
"08/31/2020","18.55","18.55","18.55","18.55","","-2.06%"
"08/28/2020","18.94","18.94","18.94","18.94","","-1.87%"
"08/27/2020","19.30","19.30","19.30","19.30","","0.52%"
"08/26/2020","19.20","19.20","19.20","19.20","","-1.79%"
"08/25/2020","19.55","19.55","19.55","19.55","","-0.76%"
"08/24/2020","19.70","19.70","19.70","19.70","","0.25%"
"08/21/2020","19.65","19.65","19.65","19.65","","0.77%"
"08/20/2020","19.50","19.50","19.50","19.50","","-1.27%"
"08/19/2020","19.75","19.75","19.75","19.75","","-0.75%"
"08/18/2020","19.90","19.90","19.90","19.90","","2.05%"
"08/17/2020","19.50","19.50","19.50","19.50","","-1.61%"
"08/14/2020","19.82","19.82","19.82","19.82","","2.43%"
"08/13/2020","19.35","19.35","19.35","19.35","","1.57%"
"08/12/2020","19.05","19.05","19.05","19.05","","0.26%"
"08/11/2020","19.00","19.00","19.00","19.00","","0.00%"
"08/10/2020","19.00","19.00","19.00","19.00","","0.16%"
"08/07/2020","18.97","18.97","18.97","18.97","","0.37%"
"08/06/2020","18.90","18.90","18.90","18.90","","0.27%"
"08/05/2020","18.85","18.85","18.85","18.85","","1.07%"
"08/04/2020","18.65","18.65","18.65","18.65","","3.32%"
"08/03/2020","18.05","18.05","18.05","18.05","","0.17%"
"07/31/2020","18.02","18.02","18.02","18.02","","0.39%"
"07/30/2020","17.95","17.95","17.95","17.95","","-1.37%"
"07/29/2020","18.20","18.20","18.20","18.20","","-0.27%"
"07/28/2020","18.25","18.25","18.25","18.25","","1.96%"
"07/27/2020","17.90","17.90","17.90","17.90","","-0.56%"
"07/24/2020","18.00","18.00","18.00","18.00","","0.00%"
"07/23/2020","18.00","18.00","18.00","18.00","","1.98%"
"07/22/2020","17.65","17.65","17.65","17.65","","0.00%"
"07/21/2020","17.65","17.65","17.65","17.65","","0.28%"
"07/20/2020","17.60","17.60","17.60","17.60","","-2.22%"
"07/17/2020","18.00","18.00","18.00","18.00","","-1.37%"
"07/16/2020","18.25","18.25","18.25","18.25","","-2.67%"
"07/15/2020","18.75","18.75","18.75","18.75","","0.00%"
"07/14/2020","18.75","18.75","18.75","18.75","","1.90%"
"07/13/2020","18.40","18.40","18.40","18.40","","-1.45%"
"07/10/2020","18.67","18.67","18.67","18.67","","-1.48%"
"07/09/2020","18.95","18.95","18.95","18.95","","2.71%"
"07/08/2020","18.45","18.45","18.45","18.45","","3.65%"
"07/07/2020","17.80","17.80","17.80","17.80","","6.27%"
"07/06/2020","16.75","16.75","16.75","16.75","","2.13%"
"07/02/2020","16.40","16.40","16.40","16.40","","-0.61%"
"07/01/2020","16.50","16.50","16.50","16.50","","-6.14%"
"06/30/2020","17.58","17.58","17.58","17.58","","2.51%"
"06/29/2020","17.15","17.15","17.15","17.15","","3.38%"
"06/26/2020","16.59","16.59","16.59","16.59","","-0.96%"
"06/25/2020","16.75","16.75","16.75","16.75","","-1.18%"
"06/24/2020","16.95","16.95","16.95","16.95","","-0.59%"
"06/23/2020","17.05","17.05","17.05","17.05","","-1.73%"
"06/22/2020","17.35","17.35","17.35","17.35","","-0.23%"
"06/19/2020","17.39","17.39","17.39","17.39","","2.29%"
"06/18/2020","17.00","17.00","17.00","17.00","","-1.16%"
"06/17/2020","17.20","17.20","17.20","17.20","","-0.29%"
"06/16/2020","17.25","17.25","17.25","17.25","","-1.99%"
"06/15/2020","17.60","17.60","17.60","17.60","","-1.40%"
"06/12/2020","17.85","17.85","17.85","17.85","","-1.65%"
"06/11/2020","18.15","18.15","18.15","18.15","","0.00%"
"06/10/2020","18.15","18.15","18.15","18.15","","0.28%"
"06/09/2020","18.10","18.10","18.10","18.10","","-0.28%"
"06/08/2020","18.15","18.15","18.15","18.15","","1.74%"
"06/05/2020","17.84","17.84","17.84","17.84","","-1.44%"
"06/04/2020","18.10","18.10","18.10","18.10","","0.28%"
"06/03/2020","18.05","18.05","18.05","18.05","","0.00%"
"06/02/2020","18.05","18.05","18.05","18.05","","0.28%"
"06/01/2020","18.00","18.00","18.00","18.00","","12.08%"
"05/29/2020","16.06","16.06","16.06","16.06","","0.37%"
"05/28/2020","16.00","16.00","16.00","16.00","","-0.93%"
"05/27/2020","16.15","16.15","16.15","16.15","","-1.22%"
"05/26/2020","16.35","16.35","16.35","16.35","","5.69%"
"05/22/2020","15.47","15.47","15.47","15.47","","-0.83%"
"05/21/2020","15.60","15.60","15.60","15.60","","0.32%"
"05/20/2020","15.55","15.55","15.55","15.55","","-0.32%"
"05/19/2020","15.60","15.60","15.60","15.60","","1.30%"
"05/18/2020","15.40","15.40","15.40","15.40","","1.38%"
"05/15/2020","15.19","15.19","15.19","15.19","","-2.63%"
"05/14/2020","15.60","15.60","15.60","15.60","","0.00%"
"05/13/2020","15.60","15.60","15.60","15.60","","-1.58%"
"05/12/2020","15.85","15.85","15.85","15.85","","-5.09%"
"05/11/2020","16.70","16.70","16.70","16.70","","0.00%"
"05/08/2020","16.70","16.70","16.70","16.70","","-3.19%"
"05/07/2020","17.25","17.25","17.25","17.25","","-2.82%"
"05/06/2020","17.75","17.75","17.75","17.75","","-1.66%"
"05/05/2020","18.05","18.05","18.05","18.05","","2.56%"
"05/04/2020","17.60","17.60","17.60","17.60","","3.23%"
"05/01/2020","17.05","17.05","17.05","17.05","","3.96%"
"04/30/2020","16.40","16.40","16.40","16.40","","2.50%"
"04/29/2020","16.00","16.00","16.00","16.00","","-1.54%"
"04/28/2020","16.25","16.25","16.25","16.25","","0.62%"
"04/27/2020","16.15","16.15","16.15","16.15","","-0.92%"
"04/24/2020","16.30","16.30","16.30","16.30","","-0.61%"
"04/23/2020","16.40","16.40","16.40","16.40","","0.31%"
"04/22/2020","16.35","16.35","16.35","16.35","","2.19%"
"04/21/2020","16.00","16.00","16.00","16.00","","-1.54%"
"04/20/2020","16.25","16.25","16.25","16.25","","5.18%"
"04/17/2020","15.45","15.45","15.45","15.45","","0.98%"
"04/16/2020","15.30","15.30","15.30","15.30","","-0.97%"
"04/15/2020","15.45","15.45","15.45","15.45","","-1.28%"
"04/14/2020","15.65","15.65","15.65","15.65","","-1.26%"
"04/13/2020","15.85","15.85","15.85","15.85","","0.63%"
"04/09/2020","15.75","15.75","15.75","15.75","","-0.32%"
"04/08/2020","15.80","15.80","15.80","15.80","","0.00%"
"04/07/2020","15.80","15.80","15.80","15.80","","3.61%"
"04/06/2020","15.25","15.25","15.25","15.25","","0.93%"
"04/03/2020","15.11","15.11","15.11","15.11","","-0.59%"
"04/02/2020","15.20","15.20","15.20","15.20","","-1.62%"
"04/01/2020","15.45","15.45","15.45","15.45","","3.28%"
"03/31/2020","14.96","14.96","14.96","14.96","","0.07%"
"03/30/2020","14.95","14.95","14.95","14.95","","-2.67%"
"03/27/2020","15.36","15.36","15.36","15.36","","-1.22%"
"03/26/2020","15.55","15.55","15.55","15.55","","-0.96%"
"03/25/2020","15.70","15.70","15.70","15.70","","0.96%"
"03/24/2020","15.55","15.55","15.55","15.55","","2.64%"
"03/23/2020","15.15","15.15","15.15","15.15","","1.00%"
"03/20/2020","15.00","15.00","15.00","15.00","","-3.54%"
"03/19/2020","15.55","15.55","15.55","15.55","","0.32%"
"03/18/2020","15.50","15.50","15.50","15.50","","-8.01%"
"03/17/2020","16.85","16.85","16.85","16.85","","-2.88%"
"03/16/2020","17.35","17.35","17.35","17.35","","-3.18%"
"03/13/2020","17.92","17.92","17.92","17.92","","-1.27%"
"03/12/2020","18.15","18.15","18.15","18.15","","-2.16%"
"03/11/2020","18.55","18.55","18.55","18.55","","0.27%"
"03/10/2020","18.50","18.50","18.50","18.50","","0.27%"
"03/09/2020","18.45","18.45","18.45","18.45","","1.26%"
"03/06/2020","18.22","18.22","18.22","18.22","","-0.44%"
"03/05/2020","18.30","18.30","18.30","18.30","","-1.08%"
"03/04/2020","18.50","18.50","18.50","18.50","","0.00%"
"03/03/2020","18.50","18.50","18.50","18.50","","1.09%"
"03/02/2020","18.30","18.30","18.30","18.30","","-2.76%"
"02/28/2020","18.82","18.82","18.82","18.82","","-1.47%"
"02/27/2020","19.10","19.10","19.10","19.10","","-3.05%"
"02/26/2020","19.70","19.70","19.70","19.70","","0.00%"
"02/25/2020","19.70","19.70","19.70","19.70","","0.25%"
"02/24/2020","19.65","19.65","19.65","19.65","","-3.11%"
"02/21/2020","20.28","20.28","20.28","20.28","","-0.34%"
"02/20/2020","20.35","20.35","20.35","20.35","","-0.73%"
"02/19/2020","20.50","20.50","20.50","20.50","","-0.73%"
"02/18/2020","20.65","20.65","20.65","20.65","","1.42%"
"02/14/2020","20.36","20.36","20.36","20.36","","-0.92%"
"02/13/2020","20.55","20.55","20.55","20.55","","-1.67%"
"02/12/2020","20.90","20.90","20.90","20.90","","0.72%"
"02/11/2020","20.75","20.75","20.75","20.75","","-0.24%"
"02/10/2020","20.80","20.80","20.80","20.80","","-2.94%"
"02/07/2020","21.43","21.43","21.43","21.43","","-0.09%"
"02/06/2020","21.45","21.45","21.45","21.45","","0.70%"
"02/05/2020","21.30","21.30","21.30","21.30","","-0.93%"
"02/04/2020","21.50","21.50","21.50","21.50","","0.94%"
"02/03/2020","21.30","21.30","21.30","21.30","","0.24%"
"01/31/2020","21.25","21.25","21.25","21.25","","-0.47%"
"01/30/2020","21.35","21.35","21.35","21.35","","-1.61%"
"01/29/2020","21.70","21.70","21.70","21.70","","-1.14%"
"01/28/2020","21.95","21.95","21.95","21.95","","0.23%"
"01/27/2020","21.90","21.90","21.90","21.90","","-1.08%"
"01/24/2020","22.14","22.14","22.14","22.14","","-1.60%"
"01/23/2020","22.50","22.50","22.50","22.50","","0.90%"
"01/22/2020","22.30","22.30","22.30","22.30","","0.22%"
"01/21/2020","22.25","22.25","22.25","22.25","","-5.24%"
"01/17/2020","23.48","23.48","23.48","23.48","","-4.75%"
"01/16/2020","24.65","24.65","24.65","24.65","","-2.76%"
"01/15/2020","25.35","25.35","25.35","25.35","","-3.98%"
"01/14/2020","26.40","26.40","26.40","26.40","","0.57%"
"01/13/2020","26.25","26.25","26.25","26.25","","-0.87%"
"01/10/2020","26.48","26.48","26.48","26.48","","1.85%"
"01/09/2020","26.00","26.00","26.00","26.00","","0.00%"
"01/08/2020","26.00","26.00","26.00","26.00","","-0.57%"
"01/07/2020","26.15","26.15","26.15","26.15","","-0.19%"
"01/06/2020","26.20","26.20","26.20","26.20","","0.42%"
"01/03/2020","26.09","26.09","26.09","26.09","","0.54%"
"01/02/2020","25.95","25.95","25.95","25.95","","5.15%"
"12/31/2019","24.68","24.68","24.68","24.68","","-4.89%"
"12/30/2019","25.95","25.95","25.95","25.95","","-3.28%"
"12/27/2019","26.83","26.83","26.83","26.83","","-4.69%"
"12/26/2019","28.15","28.15","28.15","28.15","","0.54%"
"12/24/2019","28.00","28.00","28.00","28.00","","-2.95%"
"12/23/2019","28.85","28.85","28.85","28.85","","-2.86%"
"12/20/2019","29.70","29.70","29.70","29.70","","1.37%"
"12/19/2019","29.30","29.30","29.30","29.30","","-3.46%"
"12/18/2019","30.35","30.35","30.35","30.35","","-1.94%"
"12/17/2019","30.95","30.95","30.95","30.95","","-0.96%"
"12/16/2019","31.25","31.25","31.25","31.25","","2.29%"
"12/13/2019","30.55","30.55","30.55","30.55","","-0.16%"
"12/12/2019","30.60","30.60","30.60","30.60","","2.00%"
"12/11/2019","30.00","30.00","30.00","30.00","","-1.96%"
"12/10/2019","30.60","30.60","30.60","30.60","","0.16%"
"12/09/2019","30.55","30.55","30.55","30.55","","-9.62%"
"12/06/2019","33.80","33.80","33.80","33.80","","-3.01%"
"12/05/2019","34.85","34.85","34.85","34.85","","-1.69%"
"12/04/2019","35.45","35.45","35.45","35.45","","0.42%"
"12/03/2019","35.30","35.30","35.30","35.30","","-1.94%"
"12/02/2019","36.00","36.00","36.00","36.00","","43.71%"
"11/29/2019","25.05","25.05","25.05","25.05","","-2.53%"
"11/27/2019","25.70","25.70","25.70","25.70","","-0.96%"
"11/26/2019","25.95","25.95","25.95","25.95","","-5.46%"
"11/25/2019","27.45","27.45","27.45","27.45","","-6.28%"
"11/22/2019","29.29","29.29","29.29","29.29","","1.35%"
"11/21/2019","28.90","28.90","28.90","28.90","","-0.52%"
"11/20/2019","29.05","29.05","29.05","29.05","","1.75%"
"11/19/2019","28.55","28.55","28.55","28.55","","-1.21%"
"11/18/2019","28.90","28.90","28.90","28.90","","-0.89%"
"11/15/2019","29.16","29.16","29.16","29.16","","0.03%"
"11/14/2019","29.15","29.15","29.15","29.15","","1.22%"
"11/13/2019","28.80","28.80","28.80","28.80","","0.88%"
"11/12/2019","28.55","28.55","28.55","28.55","","-1.38%"
"11/11/2019","28.95","28.95","28.95","28.95","","-2.95%"
"11/08/2019","29.83","29.83","29.83","29.83","","0.27%"
"11/07/2019","29.75","29.75","29.75","29.75","","-1.98%"
"11/06/2019","30.35","30.35","30.35","30.35","","-1.30%"
"11/05/2019","30.75","30.75","30.75","30.75","","1.82%"
"11/04/2019","30.20","30.20","30.20","30.20","","1.68%"
"11/01/2019","29.70","29.70","29.70","29.70","","22.12%"
"10/31/2019","24.32","24.32","24.32","24.32","","-2.53%"
"10/30/2019","24.95","24.95","24.95","24.95","","-0.60%"
"10/29/2019","25.10","25.10","25.10","25.10","","2.24%"
"10/28/2019","24.55","24.55","24.55","24.55","","1.40%"
"10/25/2019","24.21","24.21","24.21","24.21","","1.09%"
"10/24/2019","23.95","23.95","23.95","23.95","","1.48%"
"10/23/2019","23.60","23.60","23.60","23.60","","1.29%"
"10/22/2019","23.30","23.30","23.30","23.30","","1.30%"
"10/21/2019","23.00","23.00","23.00","23.00","","0.57%"
"10/18/2019","22.87","22.87","22.87","22.87","","0.31%"
"10/17/2019","22.80","22.80","22.80","22.80","","0.22%"
"10/16/2019","22.75","22.75","22.75","22.75","","0.44%"
"10/15/2019","22.65","22.65","22.65","22.65","","1.57%"
"10/14/2019","22.30","22.30","22.30","22.30","","0.13%"
"10/11/2019","22.27","22.27","22.27","22.27","","0.09%"
"10/10/2019","22.25","22.25","22.25","22.25","","-0.45%"
"10/09/2019","22.35","22.35","22.35","22.35","","-2.19%"
"10/08/2019","22.85","22.85","22.85","22.85","","-0.22%"
"10/07/2019","22.90","22.90","22.90","22.90","","-1.59%"
"10/04/2019","23.27","23.27","23.27","23.27","","-0.34%"
"10/03/2019","23.35","23.35","23.35","23.35","","0.43%"
"10/02/2019","23.25","23.25","23.25","23.25","","0.22%"
"10/01/2019","23.20","23.20","23.20","23.20","","5.31%"
"09/30/2019","22.03","22.03","22.03","22.03","","-0.68%"
"09/27/2019","22.18","22.18","22.18","22.18","","-0.54%"
"09/26/2019","22.30","22.30","22.30","22.30","","0.45%"
"09/25/2019","22.20","22.20","22.20","22.20","","0.68%"
"09/24/2019","22.05","22.05","22.05","22.05","","-1.34%"
"09/23/2019","22.35","22.35","22.35","22.35","","-0.31%"
"09/20/2019","22.42","22.42","22.42","22.42","","-0.36%"
"09/19/2019","22.50","22.50","22.50","22.50","","-0.44%"
"09/18/2019","22.60","22.60","22.60","22.60","","-0.66%"
"09/17/2019","22.75","22.75","22.75","22.75","","-0.44%"
"09/16/2019","22.85","22.85","22.85","22.85","","1.74%"
"09/13/2019","22.46","22.46","22.46","22.46","","1.63%"
"09/12/2019","22.10","22.10","22.10","22.10","","-0.45%"
"09/11/2019","22.20","22.20","22.20","22.20","","-0.67%"
"09/10/2019","22.35","22.35","22.35","22.35","","0.45%"
"09/09/2019","22.25","22.25","22.25","22.25","","1.46%"
"09/06/2019","21.93","21.93","21.93","21.93","","1.53%"
"09/05/2019","21.60","21.60","21.60","21.60","","0.93%"
"09/04/2019","21.40","21.40","21.40","21.40","","0.94%"
"09/03/2019","21.20","21.20","21.20","21.20","","5.42%"
"08/30/2019","20.11","20.11","20.11","20.11","","-0.94%"
"08/29/2019","20.30","20.30","20.30","20.30","","0.74%"
"08/28/2019","20.15","20.15","20.15","20.15","","-0.25%"
"08/27/2019","20.20","20.20","20.20","20.20","","-1.22%"
"08/26/2019","20.45","20.45","20.45","20.45","","-1.26%"
"08/23/2019","20.71","20.71","20.71","20.71","","-0.67%"
"08/22/2019","20.85","20.85","20.85","20.85","","-0.24%"
"08/21/2019","20.90","20.90","20.90","20.90","","-0.24%"
"08/20/2019","20.95","20.95","20.95","20.95","","-0.24%"
"08/19/2019","21.00","21.00","21.00","21.00","","0.19%"
"08/16/2019","20.96","20.96","20.96","20.96","","-0.43%"
"08/15/2019","21.05","21.05","21.05","21.05","","0.96%"
"08/14/2019","20.85","20.85","20.85","20.85","","0.24%"
"08/13/2019","20.80","20.80","20.80","20.80","","-0.24%"
"08/12/2019","20.85","20.85","20.85","20.85","","0.24%"
"08/09/2019","20.80","20.80","20.80","20.80","","-1.42%"
"08/08/2019","21.10","21.10","21.10","21.10","","0.48%"
"08/07/2019","21.00","21.00","21.00","21.00","","-0.24%"
"08/06/2019","21.05","21.05","21.05","21.05","","0.48%"
"08/05/2019","20.95","20.95","20.95","20.95","","-0.19%"
"08/02/2019","20.99","20.99","20.99","20.99","","-0.52%"
"08/01/2019","21.10","21.10","21.10","21.10","","-6.68%"
"07/31/2019","22.61","22.61","22.61","22.61","","0.71%"
"07/30/2019","22.45","22.45","22.45","22.45","","0.22%"
"07/29/2019","22.40","22.40","22.40","22.40","","0.04%"
"07/26/2019","22.39","22.39","22.39","22.39","","-0.49%"
"07/25/2019","22.50","22.50","22.50","22.50","","-0.88%"
"07/24/2019","22.70","22.70","22.70","22.70","","0.00%"
"07/23/2019","22.70","22.70","22.70","22.70","","-0.22%"
"07/22/2019","22.75","22.75","22.75","22.75","","0.18%"
"07/19/2019","22.71","22.71","22.71","22.71","","-0.18%"
"07/18/2019","22.75","22.75","22.75","22.75","","-0.44%"
"07/17/2019","22.85","22.85","22.85","22.85","","0.44%"
"07/16/2019","22.75","22.75","22.75","22.75","","-1.09%"
"07/15/2019","23.00","23.00","23.00","23.00","","-0.04%"
"07/12/2019","23.01","23.01","23.01","23.01","","0.92%"
"07/11/2019","22.80","22.80","22.80","22.80","","-1.08%"
"07/10/2019","23.05","23.05","23.05","23.05","","0.66%"
"07/09/2019","22.90","22.90","22.90","22.90","","1.33%"
"07/08/2019","22.60","22.60","22.60","22.60","","5.41%"
"07/05/2019","21.44","21.44","21.44","21.44","","2.10%"
"07/03/2019","21.00","21.00","21.00","21.00","","0.00%"
"07/02/2019","21.00","21.00","21.00","21.00","","0.48%"
"07/01/2019","20.90","20.90","20.90","20.90","","-4.83%"
"06/28/2019","21.96","21.96","21.96","21.96","","-1.30%"
"06/27/2019","22.25","22.25","22.25","22.25","","0.23%"
"06/26/2019","22.20","22.20","22.20","22.20","","-0.22%"
"06/25/2019","22.25","22.25","22.25","22.25","","-0.22%"
"06/24/2019","22.30","22.30","22.30","22.30","","1.27%"
"06/21/2019","22.02","22.02","22.02","22.02","","0.55%"
"06/20/2019","21.90","21.90","21.90","21.90","","-1.57%"
"06/19/2019","22.25","22.25","22.25","22.25","","-0.22%"
"06/18/2019","22.30","22.30","22.30","22.30","","-1.11%"
"06/17/2019","22.55","22.55","22.55","22.55","","-0.66%"
"06/14/2019","22.70","22.70","22.70","22.70","","1.11%"
"06/13/2019","22.45","22.45","22.45","22.45","","-2.18%"
"06/12/2019","22.95","22.95","22.95","22.95","","0.22%"
"06/11/2019","22.90","22.90","22.90","22.90","","-0.87%"
"06/10/2019","23.10","23.10","23.10","23.10","","-1.70%"
"06/07/2019","23.50","23.50","23.50","23.50","","0.21%"
"06/06/2019","23.45","23.45","23.45","23.45","","0.00%"
"06/05/2019","23.45","23.45","23.45","23.45","","-0.42%"
"06/04/2019","23.55","23.55","23.55","23.55","","0.21%"
"06/03/2019","23.50","23.50","23.50","23.50","","10.33%"
"05/31/2019","21.30","21.30","21.30","21.30","","-0.23%"
"05/30/2019","21.35","21.35","21.35","21.35","","-0.70%"
"05/29/2019","21.50","21.50","21.50","21.50","","0.47%"
"05/28/2019","21.40","21.40","21.40","21.40","","-2.73%"
"05/24/2019","22.00","22.00","22.00","22.00","","0.92%"
"05/23/2019","21.80","21.80","21.80","21.80","","0.23%"
"05/22/2019","21.75","21.75","21.75","21.75","","-1.36%"
"05/21/2019","22.05","22.05","22.05","22.05","","-1.56%"
"05/20/2019","22.40","22.40","22.40","22.40","","-0.22%"
"05/17/2019","22.45","22.45","22.45","22.45","","0.45%"
"05/16/2019","22.35","22.35","22.35","22.35","","-0.22%"
"05/15/2019","22.40","22.40","22.40","22.40","","0.67%"
"05/14/2019","22.25","22.25","22.25","22.25","","1.37%"
"05/13/2019","21.95","21.95","21.95","21.95","","0.23%"
"05/10/2019","21.90","21.90","21.90","21.90","","0.69%"
"05/09/2019","21.75","21.75","21.75","21.75","","0.00%"
"05/08/2019","21.75","21.75","21.75","21.75","","0.46%"
"05/07/2019","21.65","21.65","21.65","21.65","","1.41%"
"05/06/2019","21.35","21.35","21.35","21.35","","-2.51%"
"05/03/2019","21.90","21.90","21.90","21.90","","0.23%"
"05/02/2019","21.85","21.85","21.85","21.85","","-1.35%"
"05/01/2019","22.15","22.15","22.15","22.15","","0.87%"
"04/30/2019","21.96","21.96","21.96","21.96","","-1.96%"
"04/29/2019","22.40","22.40","22.40","22.40","","0.90%"
"04/26/2019","22.20","22.20","22.20","22.20","","-1.77%"
"04/25/2019","22.60","22.60","22.60","22.60","","0.22%"
"04/24/2019","22.55","22.55","22.55","22.55","","0.00%"
"04/23/2019","22.55","22.55","22.55","22.55","","-1.10%"
"04/22/2019","22.80","22.80","22.80","22.80","","-0.22%"
"04/18/2019","22.85","22.85","22.85","22.85","","-1.72%"
"04/17/2019","23.25","23.25","23.25","23.25","","-1.90%"
"04/16/2019","23.70","23.70","23.70","23.70","","-0.63%"
"04/15/2019","23.85","23.85","23.85","23.85","","-0.83%"
"04/12/2019","24.05","24.05","24.05","24.05","","-0.62%"
"04/11/2019","24.20","24.20","24.20","24.20","","-1.02%"
"04/10/2019","24.45","24.45","24.45","24.45","","0.20%"
"04/09/2019","24.40","24.40","24.40","24.40","","0.21%"
"04/08/2019","24.35","24.35","24.35","24.35","","0.83%"
"04/05/2019","24.15","24.15","24.15","24.15","","0.21%"
"04/04/2019","24.10","24.10","24.10","24.10","","-1.23%"
"04/03/2019","24.40","24.40","24.40","24.40","","0.41%"
"04/02/2019","24.30","24.30","24.30","24.30","","-0.21%"
"04/01/2019","24.35","24.35","24.35","24.35","","-4.96%"
"03/29/2019","25.62","25.62","25.62","25.62","","-0.89%"
"03/28/2019","25.85","25.85","25.85","25.85","","-0.39%"
"03/27/2019","25.95","25.95","25.95","25.95","","-0.76%"
"03/26/2019","26.15","26.15","26.15","26.15","","-0.19%"
"03/25/2019","26.20","26.20","26.20","26.20","","-1.13%"
"03/22/2019","26.50","26.50","26.50","26.50","","0.19%"
"03/21/2019","26.45","26.45","26.45","26.45","","-0.38%"
"03/20/2019","26.55","26.55","26.55","26.55","","-0.19%"
"03/19/2019","26.60","26.60","26.60","26.60","","1.14%"
"03/18/2019","26.30","26.30","26.30","26.30","","0.96%"
"03/15/2019","26.05","26.05","26.05","26.05","","-1.33%"
"03/14/2019","26.40","26.40","26.40","26.40","","-1.12%"
"03/13/2019","26.70","26.70","26.70","26.70","","-0.37%"
"03/12/2019","26.80","26.80","26.80","26.80","","0.19%"
